pl_name,hostname,discoverymethod,disc_year,disc_facility,sy_dist,pl_rade,pl_bmasse,pl_dens,pl_orbper,pl_orbsmax,pl_insol,pl_eqt,original_pl_rade,original_pl_bmasse,original_pl_dens,original_pl_orbper,original_pl_orbsmax,original_pl_insol,original_pl_eqt,pl_rade_was_missing,pl_rade_source,pl_bmasse_was_missing,pl_bmasse_source,pl_dens_was_missing,pl_dens_source,pl_orbper_was_missing,pl_orbper_source,pl_orbsmax_was_missing,pl_orbsmax_source,pl_insol_was_missing,pl_insol_source,pl_eqt_was_missing,pl_eqt_source
TOI-2641 b,TOI-2641,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),344.045,0.9896070903908282,0.682311678481894,-2.4956401504060346,-0.3589968575640013,-0.28384066051943546,0.6451086925771629,1.038709677419355,18.102503829999996,122.68176509999999,0.11403307444234881,4.880974,0.06069999999999998,601.9999999999998,1387.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
TOI-2654 b,TOI-2654,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),248.964,0.5479242004808899,0.4366049274077753,-1.266045318865582,-0.557962058321497,-0.596808188232769,0.07673774007195085,0.12258064516129032,7.944541639999998,48.40000000000001,0.5322376420698294,2.96760425926,0.03571304417688655,75.0167,819.0,False,observed,False,observed,True,derived_density,False,observed,True,derived_kepler,False,observed,False,observed
TOI-2669 b,TOI-2669,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),393.443,1.0357180601396645,0.8032034636413935,-2.3362662477438794,-0.26312983842647253,-0.19958083332973314,0.5163294545238892,0.7790322580645161,19.727806029999996,193.87532827,0.13923644954692133,6.2034,0.07001783767355015,375.55400000000014,1226.0,False,observed,False,observed,True,derived_density,False,observed,True,derived_kepler,False,observed,False,observed
TOI-269 b,TOI-269,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),57.0225,-0.017148009704487478,-0.013745418049659843,-0.10384131881358163,-0.4700097866580145,-0.6171976196295481,-0.2980571162950229,-0.3419354838709677,2.77,8.8,2.2830221587693913,3.6977104000000005,0.0345,18.999999999999996,531.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
TOI-270 b,TOI-270,Transit,2019.0,Transiting Exoplanet Survey Satellite (TESS),22.4793,-0.43116935823088864,-0.48469118595873567,0.3217612755970702,-0.5083148322131742,-0.6621350034940859,0.23053575775691915,-0.2306451612903226,1.28,1.48,3.8913345336914054,3.35992,0.031970000000000005,131.7935,600.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
TOI-270 c,TOI-270,Transit,2019.0,Transiting Exoplanet Survey Satellite (TESS),22.4793,-0.10991770421764295,-0.10625984044044824,0.03083032920740977,-0.2997502354160051,-0.45702589965877694,-0.05049930988424444,-0.4096774193548387,2.33,6.2,2.7026554830502185,5.66051,0.04526,47.06389999999999,489.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
TOI-270 d,TOI-270,Transit,2019.0,Transiting Exoplanet Survey Satellite (TESS),22.4793,-0.19182293131664635,-0.20914635666721682,0.08566041385418283,-0.02044395824828694,-0.18229062783437658,-0.4955890035132542,-0.5806451612903226,2.0,4.2,2.8948500000000004,11.381939999999998,0.07209999999999998,9.2135,383.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
TOI-2714 b,TOI-2714,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),597.873,0.8409454205975337,0.8460340984819305,-1.3372882649986668,-0.6266214445529004,-0.5920862284199178,0.7683351179379986,1.3870967741935485,13.719999999999999,228.00000000000009,0.48678733972901106,2.499387,0.036,945.5499999999998,1603.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
TOI-2719 b,TOI-2719,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),588.368,0.39557869921475813,0.3093677468310788,-0.9702977446950184,-0.5064128523218389,-0.46922355170330415,0.7469504825786039,1.5596774193548386,5.980000000000001,29.899999999999995,0.7709645305980916,3.37594,0.044333945912628896,874.2900000000002,1710.0,False,observed,False,observed,True,derived_density,False,observed,True,derived_kepler,False,observed,False,observed
TOI-2768 b,TOI-2768,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),78.4525,-0.044962699213645464,-0.05916257333027279,-0.11687541007681236,-0.8286514724709239,-0.7618268889965669,0.1235273592342697,0.18064516129032257,2.63,7.41,2.246041230255076,1.5080099999999999,0.027000000000000003,89.04579999999999,855.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
TOI-277 b,TOI-277,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),64.6692,-0.04089975594592775,-0.055621312115060294,-0.12431582804653157,-0.4391889749720533,-0.7640162370936598,-0.1899370225496057,-0.2501290322580646,2.65,7.510000000000001,2.225200131652304,3.9939999999999998,0.026900000000000004,28.236000000000004,587.92,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
TOI-2796 b,TOI-2796,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),350.343,0.9641043803686488,0.7169019410758638,-2.277276764928639,-0.3649787146801656,-0.32198504232782943,0.49865205583757394,0.7451612903225806,17.261830280000005,139.84449907999996,0.14991725533378383,4.808498300000001,0.05689999999999999,352.0000000000001,1205.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
TOI-2803 A b,TOI-2803 A,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),494.818,0.98993906558736,0.9270954548804546,-1.7575782394462067,-0.7233597333044057,-0.6643538540006405,0.9925278967562533,1.8548387096774193,18.113712810000003,309.88269681999986,0.2875025197018569,1.9622932500000003,0.03185,2150.0000000000005,1893.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
TOI-2818 b,TOI-2818,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),312.674,0.8986245005203595,0.8433066851372178,-1.6030410700033346,-0.43463882247083924,-0.4065781912400988,0.6432892117771871,1.020967741935484,15.277840690000001,225.65816897000005,0.34892484186659095,4.039709,0.0493,598.0,1376.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
